House_ID,Location,Price,Area,Bedrooms,Bathrooms,Garage,YearBuilt
1146,Northside,573713.0,3321,2,2,0,2016
1147,Northside,460319.0,2977,3,3,1,1991
1148,Eastside,404594.0,2881,1,1,0,1986
1149,Eastside,256693.0,1541,2,1,1,1983
1150,Westside,506406.0,3284,2,1,2,2016
1151,Northside,608272.0,3967,2,2,0,2003
1152,Northside,423048.0,2481,4,4,1,1991
1153,Northside,528665.0,3161,4,3,1,1996
1154,Westside,406736.0,2621,2,2,0,1998
1155,Northside,548103.0,3320,3,3,0,2012
1156,Eastside,386149.0,2202,2,2,0,2016
1157,Southside,306501.0,1958,2,2,2,2022
1158,Eastside,361596.0,2599,1,1,1,2002
1159,Northside,480107.0,2762,2,2,0,1993
1160,Northside,543326.0,3262,3,3,0,2016
1161,Northside,657998.0,4180,1,1,2,1995
1162,Westside,525621.0,3188,3,3,1,2018
1163,Southside,334039.0,2017,2,2,1,2022
1164,Southside,269924.0,1645,2,2,1,2019
1165,Northside,429481.0,2616,2,1,2,1990
1166,Westside,434751.0,2674,4,3,1,2018
1167,Southside,243899.0,1428,2,1,1,1995
1168,Eastside,245127.0,1647,2,1,1,2019
1169,Eastside,342926.0,2076,1,1,0,2007
1170,Westside,335912.0,1993,2,2,0,1998
1171,Eastside,297163.0,1884,3,2,1,1993
1172,Westside,487056.0,3146,1,1,0,1999
1173,Eastside,190269.0,1236,3,2,1,1993
1174,Eastside,334893.0,2164,1,1,1,1989
1175,Northside,556256.0,3662,2,2,2,2023
1176,Southside,258149.0,1303,2,1,0,1980
1177,Northside,403755.0,2337,3,2,1,1990
1178,Eastside,216836.0,1207,3,2,2,2019
1179,Eastside,371184.0,2124,3,2,1,1993
1180,Northside,571283.0,3584,3,2,0,1988
1181,Eastside,239636.0,1502,3,2,1,2014
1182,Southside,123359.0,943,2,1,0,1980
1183,Westside,511223.0,3168,3,3,1,1989
1184,Southside,85914.0,400,2,2,0,2023
1185,Eastside,343067.0,2365,3,2,1,2011
1186,Eastside,204310.0,1462,2,1,0,1999
1187,Westside,366988.0,2338,3,2,0,2005
1188,Eastside,308488.0,2208,3,2,1,1982
1189,Westside,492713.0,3518,1,1,0,2005
1190,Westside,494347.0,3004,1,1,1,2002
1191,Westside,461022.0,2792,2,1,0,1989
1192,Eastside,250187.0,1696,2,1,0,1987
1193,Southside,153581.0,916,4,4,0,2022
1194,Eastside,316008.0,2106,4,3,1,2000
1195,Eastside,342830.0,2269,2,1,2,2021
1196,Eastside,247774.0,1473,3,2,0,2009
1197,Eastside,259700.0,1791,3,2,1,2008
1198,Southside,164871.0,1157,4,3,2,1991
1199,Westside,453864.0,2800,1,1,0,2018
1200,Eastside,243982.0,1704,2,1,0,1999
1201,Eastside,299533.0,2344,2,2,0,1983
1202,Eastside,312857.0,2079,3,3,1,2008
1203,Westside,481027.0,2803,1,1,0,1995
1204,Westside,477651.0,2948,2,1,0,1987
1205,Westside,375154.0,2284,1,1,1,2009
1206,Westside,453929.0,2726,2,2,0,2005
1207,Westside,476945.0,3075,2,1,0,2013
1208,Eastside,258986.0,1916,3,3,0,2017
1209,Northside,476644.0,3018,2,1,0,2023
1210,Eastside,383999.0,2256,2,1,0,1990
1211,Westside,332019.0,2160,4,4,0,2014
1212,Northside,630280.0,3764,2,2,1,1988
1213,Northside,573392.0,3722,3,3,0,2013
1214,Southside,182038.0,1177,2,2,0,1997
1215,Southside,297875.0,1786,2,2,1,2020
1216,Eastside,242543.0,1403,2,2,1,2019
1217,Westside,481822.0,3079,2,2,0,1992
1218,Westside,366830.0,2474,2,2,1,2023
1219,Southside,294851.0,2051,1,1,1,2023
1220,Southside,162009.0,1039,2,2,0,1999
1221,Southside,252468.0,1626,1,1,0,2018
1222,Eastside,313306.0,1932,2,2,1,1994
1223,Southside,178313.0,976,2,1,1,2001
1224,Southside,168141.0,930,2,2,1,2015
1225,Northside,652926.0,4288,3,3,0,2004
1226,Eastside,260478.0,1523,3,3,0,2014
1227,Westside,482756.0,3250,2,2,0,1980
1228,Northside,541762.0,3298,3,3,0,2002
1229,Northside,570042.0,3317,2,2,1,2007
1230,Eastside,367446.0,2210,4,3,1,2012
1231,Westside,384768.0,2453,4,4,0,1980
1232,Eastside,300531.0,1853,4,4,2,1988
1233,Northside,541582.0,3464,1,1,1,2008
1234,Eastside,319730.0,2326,4,3,1,1989
1235,Westside,409810.0,2607,3,2,0,2021
1236,Northside,473266.0,2956,3,3,0,2018
1237,Eastside,297870.0,1787,2,2,0,2015
1238,Southside,133221.0,799,3,2,0,1985
1239,Southside,198909.0,1489,4,4,1,2016
1240,Westside,486547.0,3216,2,2,1,2022
1241,Northside,533750.0,3584,1,1,1,1991
1242,Southside,231750.0,1486,1,1,1,2009
1243,Westside,397420.0,2392,2,2,0,1992
1244,Northside,403002.0,2530,3,3,1,2011
1245,Southside,221526.0,1350,3,3,1,2010
1246,Westside,407813.0,2765,1,1,0,1986
1247,Westside,474320.0,3080,1,1,1,2023
1248,Southside,295616.0,1571,3,2,0,1989
1249,Southside,212502.0,1154,1,1,1,2007
1250,Northside,487354.0,3005,1,1,0,2009
1251,Eastside,256378.0,1861,2,2,0,1997
1252,Westside,393964.0,2362,1,1,0,2010
1253,Southside,277833.0,1763,3,2,1,2015
1254,Eastside,154391.0,1027,2,1,0,1998
1255,Eastside,289249.0,1889,1,1,0,1998
1256,Southside,272083.0,1793,3,3,0,1998
1257,Westside,389663.0,2352,2,2,2,1998
1258,Southside,196498.0,1375,2,1,0,2008
1259,Southside,184060.0,1055,2,2,0,1998
1260,Eastside,334797.0,2231,1,1,0,1999
1261,Northside,587217.0,3618,3,2,1,2000
1262,Northside,474259.0,2897,4,3,0,2010
1263,Westside,389966.0,2427,1,1,1,1984
1264,Westside,411394.0,2448,4,3,0,1989
1265,Northside,617735.0,3925,1,1,1,2013
1266,Westside,568802.0,3863,2,2,2,2013
1267,Westside,475721.0,2641,3,3,2,2017
1268,Northside,537245.0,3413,3,2,1,1997
1269,Westside,412531.0,2225,2,1,1,2012
1270,Northside,561141.0,3569,4,4,0,2014
1271,Southside,185198.0,842,2,2,1,2009
1272,Southside,149433.0,831,4,3,0,2013
1273,Eastside,315290.0,1995,3,2,2,2020
1274,Northside,482132.0,2809,2,2,0,1995
1275,Eastside,313138.0,1975,3,2,0,1996
1276,Northside,498421.0,3211,1,1,2,2015
1277,Eastside,321306.0,2126,3,3,1,2013
1278,Southside,207864.0,1101,1,1,1,2020
1279,Eastside,412774.0,2695,3,3,0,1990
1280,Southside,245163.0,1452,1,1,0,1993
1281,Northside,480328.0,3081,1,1,0,1991
1282,Northside,532204.0,3492,2,1,0,2021
1283,Northside,465322.0,2826,2,2,0,2008
1284,Westside,449907.0,2880,3,3,1,2016
1285,Westside,389924.0,2326,3,3,1,1998
1286,Westside,388811.0,2258,3,2,0,1989
1287,Southside,208911.0,1480,2,2,0,1995
1288,Eastside,215679.0,1139,1,1,0,1995
1289,Eastside,308636.0,2103,1,1,1,1997
1290,Westside,427424.0,2821,2,2,0,1986
1291,Eastside,303117.0,1706,2,2,1,1987
1292,Northside,543219.0,3320,2,2,1,2012
1293,Eastside,360686.0,2246,1,1,0,2009
1294,Southside,224872.0,1211,3,3,1,2010
1295,Eastside,248148.0,1551,4,3,0,1982
1296,Eastside,338523.0,2029,2,2,1,1987
1297,Southside,288273.0,1758,2,2,0,2001
1298,Southside,219289.0,1172,3,3,1,1994
1299,Eastside,187244.0,1005,3,2,0,2009
1300,Southside,125065.0,744,2,1,1,2000
1002,Westside,483294.0,2975,3,2,1,2020
1003,Southside,192096.0,1544,4,3,0,2005
