House_ID,Location,Price,Area,Bedrooms,Bathrooms,Garage,YearBuilt
93,Uptown,296618.0,1705.0,3.0,3,0,1988
94,Uptown,342881.0,2435.0,3.0,2,0,2017
95,Downtown,406014.0,2835.0,3.0,3,1,1982
96,Uptown,375721.0,2937.0,4.0,4,2,1962
97,Industrial,215580.0,1375.0,3.0,3,1,2003
98,Suburbs,193767.0,1335.0,3.0,2,0,1956
99,Suburbs,173294.0,1205.0,1.0,1,1,1963
100,Downtown,463883.0,3408.0,3.0,2,1,1968
101,Rural,166615.0,1091.0,,2,1,2003
102,Downtown,362575.0,2472.0,3.0,2,1,1969
103,Rural,227557.0,1638.0,3.0,2,2,1978
104,Suburbs,255783.0,1742.0,3.0,2,1,1973
105,Downtown,458964.0,2970.0,1.0,1,0,2012
106,Industrial,183375.0,1261.0,1.0,1,1,2006
107,Uptown,453037.0,3234.0,3.0,2,0,1957
108,Rural,237767.0,1379.0,1.0,1,1,2011
109,Uptown,337551.0,2276.0,1.0,1,1,1978
110,Uptown,398578.0,2517.0,1.0,1,0,1966
111,Downtown,432268.0,3120.0,5.0,5,1,2015
112,Uptown,418431.0,2484.0,3.0,3,0,1955
113,Industrial,131753.0,766.0,2.0,2,2,2007
114,Uptown,384302.0,2637.0,2.0,1,2,2018
115,Downtown,452921.0,3332.0,2.0,1,0,1977
116,Industrial,92063.0,600.0,3.0,3,2,2011
117,Suburbs,190837.0,1161.0,3.0,3,1,1990
118,Uptown,248038.0,2029.0,2.0,1,0,2018
119,Downtown,386529.0,2287.0,2.0,2,0,1990
120,Suburbs,285877.0,1466.0,1.0,1,1,1998
121,Suburbs,325117.0,2255.0,3.0,3,1,1998
122,Rural,153704.0,924.0,3.0,3,1,2020
123,Industrial,261430.0,1538.0,2.0,2,0,1952
124,Uptown,280994.0,2014.0,1.0,1,0,1959
125,Downtown,314830.0,2147.0,1.0,1,1,1984
126,Rural,147222.0,868.0,5.0,5,0,1951
127,Industrial,199203.0,1071.0,2.0,2,0,1973
128,Rural,148365.0,1163.0,3.0,2,0,1987
129,Industrial,76627.0,640.0,3.0,2,2,1971
130,Industrial,175543.0,1150.0,2.0,1,2,1975
131,Uptown,284776.0,2267.0,2.0,2,1,1992
132,Industrial,213483.0,1209.0,2.0,1,2,2004
133,Rural,168329.0,817.0,3.0,3,1,1988
134,Industrial,133006.0,748.0,3.0,3,1,1978
135,Uptown,324306.0,2152.0,3.0,3,0,1969
136,Uptown,297039.0,2028.0,3.0,2,1,1990
137,Rural,146866.0,930.0,1.0,1,2,2003
138,Suburbs,297757.0,2055.0,5.0,4,1,1969
139,Suburbs,200713.0,1087.0,3.0,2,1,1968
140,Industrial,205202.0,1656.0,2.0,1,1,2015
141,Downtown,373487.0,2473.0,5.0,5,0,1979
142,Industrial,140356.0,1159.0,3.0,3,2,2002
143,Rural,144648.0,1032.0,3.0,3,1,1983
144,Rural,98237.0,746.0,3.0,3,1,1971
145,Rural,122317.0,929.0,4.0,3,1,2016
146,Rural,90106.0,690.0,3.0,2,1,1955
147,Rural,248236.0,1783.0,2.0,2,0,1976
148,Uptown,351763.0,2610.0,2.0,1,1,1959
149,Suburbs,215013.0,1472.0,4.0,3,0,2022
150,Rural,160698.0,1213.0,2.0,2,1,1997
151,Downtown,394383.0,2611.0,2.0,2,2,2019
152,Downtown,388951.0,2881.0,3.0,2,2,2008
153,Downtown,430708.0,2736.0,3.0,2,1,2008
154,Downtown,437875.0,3279.0,3.0,3,1,1951
155,Uptown,323474.0,2148.0,4.0,4,0,1978
156,Downtown,371209.0,2188.0,2.0,2,1,2017
157,Rural,136247.0,933.0,2.0,1,0,2014
158,Industrial,64903.0,500.0,2.0,2,1,1975
159,Downtown,324240.0,2329.0,4.0,4,0,1959
160,Uptown,418343.0,2658.0,3.0,2,0,2002
161,Uptown,432248.0,2792.0,2.0,1,1,2008
162,Downtown,387548.0,2205.0,4.0,3,0,1971
163,Industrial,208827.0,1301.0,4.0,3,1,2000
164,Downtown,415562.0,2285.0,4.0,3,1,1997
165,Uptown,503944.0,3042.0,4.0,4,0,1970
166,Suburbs,305978.0,2191.0,2.0,2,1,1971
167,Rural,143604.0,1114.0,3.0,2,0,1979
168,Uptown,302222.0,2099.0,3.0,2,0,1974
169,Downtown,319677.0,1937.0,4.0,3,1,1977
170,Rural,160173.0,1058.0,3.0,2,0,2014
171,Downtown,362182.0,2413.0,3.0,2,2,1994
172,Downtown,328887.0,1960.0,3.0,3,0,2017
173,Suburbs,217671.0,1751.0,2.0,2,0,1956
174,Rural,95922.0,814.0,3.0,3,1,1998
175,Rural,234357.0,1518.0,5.0,5,1,1958
176,Suburbs,294081.0,1965.0,4.0,3,0,1985
177,Uptown,349601.0,2372.0,1.0,1,1,1950
178,Downtown,473997.0,2751.0,2.0,1,0,1959
179,Industrial,183868.0,1176.0,2.0,1,2,1985
180,Downtown,356935.0,2243.0,3.0,2,1,2022
181,Downtown,476156.0,2974.0,4.0,4,1,1995
182,Uptown,376945.0,2456.0,2.0,1,2,1981
183,Downtown,348137.0,2680.0,3.0,3,1,1981
184,Suburbs,240483.0,1731.0,4.0,4,2,1955
185,Suburbs,206219.0,1260.0,3.0,2,1,1997
186,Rural,80860.0,653.0,3.0,2,2,1987
187,Industrial,226308.0,1788.0,3.0,2,0,1966
188,Downtown,495470.0,3488.0,3.0,3,1,1976
189,Downtown,330071.0,2212.0,2.0,1,1,2003
190,Uptown,378148.0,2391.0,3.0,3,1,1999
191,Suburbs,217467.0,1589.0,3.0,2,1,1984
192,Industrial,155643.0,1116.0,4.0,3,1,1974
193,Rural,120380.0,981.0,3.0,3,0,1977
194,Suburbs,206800.0,1505.0,3.0,3,0,1964
195,Rural,152426.0,1226.0,2.0,2,1,1953
196,Uptown,308452.0,1949.0,3.0,3,1,2022
197,Uptown,363522.0,2686.0,1.0,1,2,1976
198,Downtown,397488.0,2689.0,2.0,2,1,1975
199,Industrial,168052.0,1535.0,3.0,2,2,1968
200,Rural,104621.0,559.0,5.0,4,1,1966
201,Suburbs,221161.0,1821.0,1.0,1,0,1992
202,Uptown,387769.0,2624.0,3.0,2,0,1990
203,Downtown,425045.0,2703.0,4.0,4,1,1991
204,Downtown,351122.0,2244.0,2.0,1,1,1999
205,Rural,154966.0,969.0,3.0,2,0,1989
206,Uptown,387569.0,2668.0,3.0,3,1,1988
207,Industrial,96529.0,748.0,3.0,3,2,1972
208,Uptown,377168.0,2399.0,2.0,2,1,2001
209,Rural,116868.0,774.0,2.0,1,1,1996
210,Rural,178529.0,1618.0,3.0,3,1,2012
211,Uptown,311837.0,2424.0,3.0,2,0,2018
212,Rural,59755.0,500.0,1.0,1,1,1992
213,Uptown,268622.0,1798.0,3.0,2,1,1997
214,Suburbs,252404.0,1706.0,1.0,1,0,1983
215,Uptown,362986.0,2542.0,3.0,3,1,1989
216,Uptown,304784.0,1827.0,2.0,1,1,2010
217,Rural,181929.0,1161.0,5.0,4,2,1999
218,Rural,66923.0,500.0,2.0,2,2,2016
219,Downtown,396696.0,2724.0,2.0,1,0,2011
220,Downtown,339449.0,2392.0,2.0,2,1,2007
221,Suburbs,217408.0,1352.0,2.0,2,1,1982
222,Downtown,402369.0,2997.0,4.0,4,2,1965
223,Uptown,306979.0,1801.0,5.0,5,0,1997
224,Rural,130772.0,578.0,2.0,1,1,1959
225,Downtown,450314.0,3046.0,3.0,2,1,1987
226,Downtown,371155.0,2683.0,3.0,2,0,1968
227,Suburbs,291784.0,2282.0,4.0,4,0,1985
228,Suburbs,193514.0,1198.0,3.0,2,1,2008
229,Uptown,376490.0,2725.0,2.0,1,1,2012
230,Rural,222078.0,1472.0,3.0,3,1,1995
231,Suburbs,126417.0,808.0,3.0,3,1,1952
232,Downtown,360155.0,2577.0,1.0,1,1,2014
233,Rural,178853.0,1322.0,3.0,3,1,1957
234,Rural,139847.0,617.0,2.0,2,0,2000
235,Downtown,418557.0,3085.0,3.0,3,2,2022
236,Suburbs,219800.0,1741.0,1.0,1,0,1955
237,Downtown,404329.0,2570.0,3.0,2,1,1988
238,Rural,142216.0,1027.0,3.0,3,0,2009
239,Industrial,238389.0,1688.0,3.0,3,0,1977
240,Industrial,192721.0,1336.0,1.0,1,1,2003
241,Uptown,366880.0,2335.0,3.0,3,0,1986
242,Downtown,379406.0,2395.0,3.0,3,2,1958
243,Downtown,375619.0,2499.0,3.0,3,0,2005
244,Uptown,328372.0,2423.0,3.0,3,1,2008
245,Uptown,369722.0,2573.0,3.0,3,1,1951
246,Uptown,328950.0,2118.0,4.0,3,0,2010
247,Rural,164488.0,1250.0,2.0,2,0,2007
248,Downtown,503770.0,2788.0,4.0,3,1,2009
249,Rural,193556.0,1520.0,3.0,3,1,1989
250,Uptown,333698.0,1876.0,1.0,1,1,1985
251,Downtown,460060.0,2994.0,1.0,1,1,1986
252,Rural,129596.0,640.0,2.0,2,1,1967
253,Rural,48093.0,500.0,3.0,2,0,2012
254,Uptown,299595.0,2229.0,3.0,3,1,1971
255,Downtown,306460.0,1949.0,3.0,3,2,1960
256,Uptown,332424.0,2285.0,3.0,2,1,2007
257,Downtown,400920.0,2663.0,3.0,2,1,2006
258,Industrial,263821.0,1854.0,2.0,2,1,1953
259,Suburbs,266346.0,1791.0,2.0,1,1,1956
260,Suburbs,239044.0,1337.0,3.0,2,1,2010
261,Suburbs,291470.0,2142.0,1.0,1,1,2003
262,Uptown,239443.0,1497.0,2.0,2,2,2017
263,Industrial,191780.0,967.0,3.0,3,0,1950
264,Downtown,438543.0,2837.0,3.0,3,0,2004
265,Rural,76070.0,807.0,5.0,4,1,1952
266,Downtown,457187.0,3217.0,4.0,4,2,1987
267,Rural,166924.0,1043.0,3.0,2,0,1950
268,Downtown,379235.0,2458.0,3.0,3,0,1987
269,Industrial,211639.0,1346.0,3.0,3,0,1978
270,Rural,263534.0,2172.0,3.0,2,0,1954
271,Uptown,359093.0,2470.0,2.0,2,1,1970
272,Downtown,412411.0,2835.0,3.0,2,1,2020
273,Downtown,377031.0,2719.0,4.0,3,1,2016
274,Rural,107507.0,764.0,2.0,2,1,1996
275,Uptown,391516.0,2558.0,3.0,2,0,1984
276,Uptown,307195.0,2008.0,3.0,3,0,2017
277,Industrial,183578.0,1209.0,2.0,2,1,2018
278,Uptown,326117.0,2166.0,2.0,1,2,1950
279,Uptown,373948.0,2638.0,2.0,2,2,2017
280,Uptown,366683.0,2454.0,1.0,1,0,1961
281,Suburbs,301876.0,2159.0,1.0,1,2,2009
282,Industrial,154499.0,1013.0,4.0,4,1,1976
283,Downtown,386506.0,2592.0,2.0,2,1,2005
284,Rural,101061.0,500.0,3.0,3,1,1972
285,Downtown,377785.0,2701.0,2.0,2,1,1974
286,Industrial,198865.0,1395.0,4.0,3,1,1970
287,Rural,187849.0,1451.0,2.0,1,0,2010
288,Industrial,133891.0,500.0,3.0,2,0,2012
289,Uptown,393480.0,3040.0,4.0,3,0,2001
290,Rural,217781.0,1423.0,4.0,3,1,1974
291,Uptown,370671.0,2692.0,2.0,1,1,2004
292,Downtown,493839.0,3084.0,4.0,4,1,1995
293,Downtown,361310.0,2531.0,3.0,3,0,1981
294,Rural,87767.0,500.0,3.0,2,2,2004
295,Rural,61063.0,500.0,2.0,1,2,1954
296,Industrial,254802.0,2081.0,1.0,1,1,1985
297,Industrial,212718.0,1379.0,3.0,3,2,1998
298,Uptown,347220.0,2358.0,3.0,3,1,2007
299,Rural,163998.0,1267.0,3.0,2,2,1988
300,Downtown,343725.0,2390.0,3.0,2,0,2010
301,Industrial,302287.0,2045.0,3.0,2,1,1958
302,Industrial,186461.0,1316.0,2.0,2,0,1955
303,Downtown,405469.0,3183.0,3.0,3,0,1984
304,Industrial,216288.0,1430.0,2.0,1,0,1988
305,Uptown,374050.0,2533.0,3.0,2,1,1971
306,Rural,161194.0,1284.0,3.0,3,1,1990
307,Downtown,360476.0,2624.0,5.0,5,1,1954
308,Rural,173573.0,1394.0,1.0,1,0,1991
309,Industrial,274101.0,1955.0,1.0,1,2,2016
310,Industrial,247271.0,1419.0,2.0,1,1,1979
311,Downtown,479659.0,3524.0,2.0,2,1,2006
312,Uptown,324439.0,1933.0,2.0,2,1,2022
313,Suburbs,200519.0,1397.0,4.0,4,0,1978
314,Downtown,393710.0,2473.0,2.0,1,1,1986
315,Suburbs,252786.0,1672.0,2.0,1,2,1962
316,Suburbs,304709.0,2097.0,3.0,3,0,1981
317,Uptown,265376.0,1833.0,3.0,3,1,1995
318,Suburbs,326477.0,2260.0,3.0,3,2,1972
319,Suburbs,242099.0,1936.0,1.0,1,1,1994
320,Uptown,328655.0,2281.0,3.0,2,0,1966
321,Suburbs,199394.0,1280.0,1.0,1,0,2015
322,Suburbs,167257.0,1307.0,1.0,1,0,1955
323,Suburbs,291158.0,2178.0,4.0,3,1,1967
324,Downtown,403665.0,2445.0,2.0,2,1,1971
325,Downtown,335501.0,2356.0,3.0,3,0,1982
326,Downtown,335246.0,2375.0,3.0,3,2,1979
327,Uptown,333210.0,2161.0,2.0,1,1,1981
328,Industrial,263451.0,2031.0,4.0,4,0,1991
329,Suburbs,237020.0,1550.0,1.0,1,1,1959
330,Suburbs,174842.0,1190.0,3.0,2,1,1985
331,Uptown,337712.0,2216.0,5.0,5,0,1983
332,Suburbs,236363.0,1578.0,3.0,3,0,2022
333,Downtown,265155.0,1548.0,4.0,3,2,1977
334,Industrial,177285.0,893.0,1.0,1,1,1960
335,Rural,138453.0,1241.0,3.0,2,1,1988
336,Suburbs,284810.0,1729.0,2.0,2,1,1996
337,Downtown,492447.0,3084.0,3.0,2,0,1968
338,Rural,206328.0,944.0,5.0,4,0,1964
339,Industrial,166555.0,982.0,2.0,1,1,1977
340,Rural,94673.0,500.0,3.0,2,0,1973
341,Downtown,528667.0,3852.0,2.0,2,0,2021
342,Rural,152960.0,1221.0,3.0,3,2,1958
343,Uptown,350696.0,2200.0,3.0,2,2,1996
344,Rural,148793.0,1442.0,5.0,4,1,1982
345,Suburbs,259904.0,1929.0,3.0,3,2,2011
346,Suburbs,242781.0,1553.0,2.0,2,0,1968
347,Uptown,321316.0,1642.0,2.0,2,2,2016
348,Downtown,372657.0,2942.0,2.0,2,0,1989
349,Suburbs,248362.0,1377.0,2.0,2,2,1996
350,Industrial,152828.0,689.0,2.0,2,2,2014
351,Suburbs,214357.0,1633.0,4.0,3,1,1978
352,Suburbs,255321.0,2190.0,3.0,3,2,1999
353,Downtown,387251.0,2858.0,3.0,3,1,1962
354,Rural,225199.0,1614.0,2.0,1,0,1950
355,Suburbs,117451.0,901.0,4.0,4,1,1983
356,Uptown,404575.0,2867.0,3.0,3,1,1997
357,Rural,212304.0,1567.0,1.0,1,0,1997
358,Industrial,76330.0,565.0,3.0,3,1,1998
359,Downtown,382865.0,2573.0,3.0,3,2,2013
360,Industrial,161427.0,1063.0,1.0,1,0,2010
361,Rural,79624.0,500.0,3.0,3,1,1978
362,Rural,111109.0,684.0,3.0,2,2,1988
363,Rural,94471.0,500.0,2.0,1,2,1975
364,Industrial,267613.0,1764.0,4.0,4,2,1966
365,Rural,196783.0,1114.0,4.0,3,1,2020
366,Industrial,243577.0,1403.0,3.0,3,2,1962
367,Rural,186083.0,1276.0,3.0,2,1,2018
368,Uptown,293547.0,2235.0,3.0,2,0,1975
369,Rural,123773.0,1008.0,3.0,3,1,1998
370,Industrial,204468.0,1049.0,3.0,3,1,2016
371,Suburbs,188893.0,1061.0,1.0,1,0,1956
372,Rural,185649.0,1425.0,3.0,3,1,2007
373,Suburbs,237983.0,1390.0,4.0,4,1,1998
374,Uptown,331258.0,2163.0,3.0,2,0,2002
375,Downtown,435547.0,3013.0,1.0,1,1,2014
376,Uptown,372213.0,2287.0,3.0,2,1,2011
377,Rural,131951.0,900.0,2.0,1,1,1966
378,Suburbs,307966.0,1786.0,2.0,1,0,1992
379,Suburbs,195946.0,1186.0,2.0,1,0,1974
380,Industrial,210796.0,1469.0,2.0,1,1,1952
381,Suburbs,279655.0,1545.0,3.0,3,2,1978
382,Industrial,164522.0,1184.0,3.0,3,0,1981
383,Downtown,416306.0,2771.0,2.0,1,1,1975
384,Rural,87444.0,693.0,4.0,3,0,1965
385,Industrial,226201.0,1552.0,4.0,4,1,1974
386,Downtown,390754.0,2877.0,4.0,4,2,2003
387,Suburbs,223863.0,1517.0,2.0,2,1,1977
388,Suburbs,302450.0,1930.0,3.0,3,0,2022
389,Downtown,364782.0,2456.0,5.0,4,1,2005
390,Suburbs,179576.0,1305.0,3.0,3,0,2014
391,Downtown,322168.0,2157.0,1.0,1,1,1990
392,Industrial,210300.0,1410.0,1.0,1,1,2000
393,Industrial,115978.0,632.0,3.0,2,0,2020
394,Downtown,487739.0,3119.0,4.0,4,0,1978
395,Industrial,75903.0,500.0,3.0,3,1,1968
396,Industrial,264822.0,2115.0,3.0,2,2,2015
397,Industrial,190550.0,1021.0,2.0,1,2,1990
398,Uptown,345164.0,2162.0,3.0,2,0,1994
399,Rural,122754.0,674.0,4.0,4,1,1964
400,Suburbs,269956.0,1978.0,2.0,1,1,1952
401,Uptown,348118.0,2261.0,3.0,3,1,1960
402,Industrial,235165.0,1817.0,5.0,4,1,2002
403,Downtown,405711.0,2570.0,2.0,1,2,1995
404,Industrial,187515.0,1305.0,3.0,2,2,1979
405,Rural,131819.0,711.0,2.0,2,1,2006
406,Industrial,177152.0,1610.0,3.0,3,1,1967
407,Downtown,415390.0,2531.0,3.0,2,1,2000
408,Rural,64491.0,500.0,3.0,3,0,1997
409,Industrial,112590.0,877.0,3.0,2,1,2015
410,Rural,187163.0,1330.0,2.0,2,1,1957
411,Suburbs,258543.0,1686.0,4.0,4,1,1971
412,Suburbs,240800.0,1579.0,3.0,3,0,1955
413,Industrial,180921.0,1214.0,2.0,1,0,2006
414,Rural,167379.0,1086.0,3.0,3,2,1985
415,Downtown,373012.0,2679.0,3.0,3,0,2006
416,Industrial,141084.0,1382.0,2.0,1,1,1998
417,Suburbs,259792.0,1620.0,4.0,3,0,1994
418,Suburbs,201081.0,1066.0,4.0,3,0,2015
419,Industrial,200412.0,1318.0,2.0,1,0,1994
420,Rural,64870.0,948.0,5.0,5,0,1969
421,Suburbs,301457.0,1848.0,2.0,2,2,2013
422,Rural,173629.0,1485.0,2.0,2,0,2016
423,Suburbs,262801.0,2087.0,2.0,2,2,1952
424,Suburbs,299134.0,1883.0,4.0,4,1,2003
425,Uptown,433273.0,3002.0,3.0,2,1,2013
426,Suburbs,300718.0,2330.0,2.0,2,1,1989
427,Downtown,307956.0,1977.0,3.0,3,1,2008
428,Industrial,116021.0,732.0,3.0,3,1,2004
429,Industrial,148759.0,875.0,1.0,1,0,2011
430,Rural,151304.0,805.0,4.0,3,1,1953
431,Suburbs,275882.0,1709.0,4.0,4,2,2009
432,Downtown,363712.0,2179.0,3.0,2,2,1979
433,Rural,159338.0,1069.0,5.0,4,2,1951
434,Uptown,312230.0,1927.0,3.0,2,1,2011
435,Rural,119424.0,842.0,5.0,4,1,1998
436,Rural,79666.0,500.0,3.0,2,1,1958
437,Suburbs,203838.0,1425.0,3.0,2,1,1980
438,Uptown,282415.0,2049.0,2.0,1,0,2010
439,Rural,101206.0,500.0,4.0,4,1,1997
440,Downtown,452682.0,3092.0,3.0,3,0,1974
441,Downtown,352530.0,2595.0,2.0,1,1,1985
442,Industrial,311619.0,1835.0,1.0,1,2,1957
443,Uptown,374665.0,2832.0,3.0,3,0,2022
444,Uptown,359241.0,2478.0,3.0,2,0,2007
445,Industrial,137082.0,772.0,3.0,3,0,1994
446,Rural,185015.0,1222.0,4.0,3,2,2011
447,Uptown,321218.0,2253.0,1.0,1,1,1988
448,Downtown,406100.0,2722.0,3.0,2,1,2007
449,Downtown,528004.0,3627.0,2.0,2,2,2013
450,Suburbs,245197.0,1450.0,4.0,4,2,1993
451,Uptown,407463.0,2750.0,4.0,4,1,1978
452,Rural,114841.0,500.0,3.0,3,1,2008
453,Industrial,178250.0,1166.0,3.0,2,1,2020
454,Industrial,268540.0,1609.0,2.0,1,1,1958
455,Rural,118651.0,643.0,3.0,3,0,1955
456,Suburbs,340622.0,2518.0,4.0,3,2,1978
457,Industrial,215387.0,1654.0,3.0,2,1,2007
458,Uptown,321876.0,2267.0,2.0,2,0,1966
459,Suburbs,281620.0,1659.0,3.0,2,1,1965
460,Uptown,398627.0,2594.0,4.0,4,0,1952
461,Downtown,431090.0,3116.0,2.0,1,0,1970
462,Suburbs,171488.0,1171.0,2.0,2,1,2013
463,Industrial,143643.0,1421.0,3.0,2,0,1985
464,Suburbs,237624.0,1662.0,4.0,3,1,2011
465,Suburbs,246278.0,1680.0,2.0,2,1,1991
466,Suburbs,281033.0,1811.0,2.0,2,0,1991
467,Suburbs,258885.0,1752.0,2.0,2,2,2010
468,Uptown,283232.0,1857.0,2.0,2,0,1962
469,Downtown,419009.0,2935.0,3.0,2,1,1960
470,Rural,180529.0,1394.0,3.0,2,1,2003
471,Suburbs,277989.0,1696.0,3.0,3,0,1965
472,Industrial,234039.0,1294.0,3.0,2,0,1957
473,Suburbs,291696.0,1577.0,2.0,2,1,2008
474,Industrial,202959.0,1454.0,4.0,4,2,2006
475,Uptown,346491.0,2089.0,3.0,2,0,1989
476,Industrial,96951.0,500.0,5.0,4,1,2008
477,Rural,171480.0,1220.0,3.0,3,1,1951
478,Downtown,410384.0,3234.0,2.0,2,2,1959
479,Industrial,193578.0,1289.0,3.0,3,1,1993
480,Industrial,116162.0,942.0,2.0,1,1,1960
481,Downtown,345947.0,2322.0,3.0,2,1,1951
482,Rural,202657.0,1331.0,1.0,1,1,1999
483,Suburbs,248022.0,1837.0,2.0,1,2,1961
484,Industrial,214075.0,1369.0,4.0,4,0,1972
485,Downtown,401415.0,2729.0,2.0,2,1,1967
486,Uptown,351487.0,2407.0,4.0,4,2,2011
487,Downtown,446914.0,2845.0,2.0,2,2,2011
488,Uptown,324197.0,2359.0,3.0,3,2,1987
489,Rural,154806.0,997.0,3.0,3,1,2016
490,Suburbs,226886.0,1361.0,3.0,2,1,1987
491,Downtown,378275.0,2629.0,2.0,1,1,2016
492,Industrial,164541.0,917.0,2.0,2,1,2010
493,Rural,161106.0,1079.0,1.0,1,0,1950
494,Downtown,376062.0,2505.0,2.0,1,1,1994
495,Industrial,242787.0,1835.0,3.0,2,1,1977
496,Downtown,355269.0,2463.0,4.0,3,0,1970
497,Uptown,340656.0,2266.0,4.0,3,1,1962
498,Downtown,378013.0,2683.0,3.0,3,1,1976
499,Downtown,472348.0,3427.0,3.0,3,2,1956
500,Downtown,409827.0,2843.0,3.0,3,0,1971
6,Suburbs,243492.0,1836.0,1.0,1,1,1970
